term,Artículo 123,CFF,CPEUM,LFPED,LFT,LFTSE,LIFNVT,LISR,LSAR,LSS,NOM-035,NOM-036,NOM-037,ResolucionMiscelaneaFisca,n152
actuariales,0,0,0,0,0,0,0,0,0,0.000626914,0,0,0,0,0
actuará,0,0,0.0000109826,0,0,0,0.0000936663,0,0.0000385966,0.0000244158,0,0,0,0,0
actuarán,0,0,0.0000219652,0,0,0.0000797599,0.0000468332,0,0.0000385966,0,0,0,0,0,0
actuaría,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
actúan,0,0.0000130762,0,0,0.0000234366,0,0,0.0000136635,0,0,0,0,0,0,0
actúe,0,0.0000634544,0,0,0.0000324943,0,0,0.0000378883,0.0000643824,0,0,0,0,0.000020582,0
actúen,0.000332348,0,0.0000243201,0,0.0000107842,0,0.0000518542,0.00000419146,0,0,0.0000414163,0.000047534,0,0.0000145723,0.0000325963
acu,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
acuacult,0,0.0000130762,0.0000132133,0,0,0,0,0,0,0,0,0,0,0.00000593794,0
acud,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000181038,0
acuda,0,0.0000217373,0,0.0000942368,0.0000584399,0,0,0,0,0,0,0,0,0.00000493548,0
acudan,0,0,0,0.000113378,0.0000468733,0,0,0,0,0,0,0,0,0.00000593794,0
acude,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
acuden,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
acudiera,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
acudir,0.000257626,0.0000310943,0.0000125682,0,0.0000947422,0,0.000160783,0,0,0.0000139703,0,0,0,0.000036712,0
acudirá,0,0,0,0.000138054,0,0,0,0,0,0,0,0,0,0.0000144607,0
acudirán,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
acuentaterceros,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000181038,0
acuerda,0,0,0,0,0,0,0,0,0,0,0,0,0.000132203,0.00000723034,0
acuerde,0,0,0.0000329478,0,0.00001948,0,0.0000468332,0,0,0,0,0,0.0000902425,0,0
acuerden,0,0.00000753989,0.0000380948,0,0.00000675692,0,0.0000974687,0.0000157571,0,0,0,0,0,0.0000205433,0
acuerdos,0,0.0000596044,0.0000691524,0.000095704,0.0000356099,0.000340207,0.0000475624,0.0000161471,0.000125432,0.0000347143,0,0,0,0.0000330813,0.0000358781
acufeno,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
acumul,0,0.000015453,0.00000669217,0,0.00000395666,0.000113402,0.0000760998,0.0000876556,0.000062716,0.000114061,0,0.000183119,0,0.000056138,0.0000358781
acumula,0,0.000030906,0.00000446144,0.0000191408,0.0000415449,0.0000162003,0.0000190249,0.000327555,0.0000078395,0.00000991837,0,0,0,0.000123303,0.000017939
acumular,0,0.0000362597,0.00001832,0,0,0,0,0.000303106,0.0000321912,0,0,0,0,0.0000782117,0
acumularlas,0,0,0,0.000172834,0,0,0,0,0,0,0,0,0,0,0
acumularlos,0,0,0,0,0,0,0,0.0000208289,0,0,0,0,0,0,0
acumularon,0,0,0,0,0,0,0,0.0000208289,0,0,0,0,0,0,0
acumularse,0,0,0,0,0.0000117183,0,0,0.0000273271,0,0,0,0,0,0.0000178138,0
acumulará,0,0,0,0,0,0,0,0.000199649,0,0,0,0,0,0.0000506124,0
acumularán,0,0,0,0,0.0000117183,0,0,0.000286934,0,0,0,0,0,0.0000296897,0
acumularían,0,0,0,0,0,0,0,0.0000208289,0,0,0,0,0,0,0
acumulat,0,0,0,0,0.0000142688,0,0,0.0000499123,0,0,0,0,0,0,0
acumule,0,0,0,0,0,0,0,0.000199649,0,0,0,0,0,0.000021691,0
acumulen,0,0,0.00000915998,0,0,0,0.0000390609,0.0000947208,0,0,0,0,0.000150532,0.00000823281,0
acumuló,0,0,0,0,0,0,0,0.0000166374,0,0,0,0,0,0.0000144607,0
acus,0,0,0.0000321785,0,0,0.000116846,0,0,0,0,0,0,0,0,0
acusa,0,0.0000130762,0.000224627,0,0.0000234366,0,0,0,0,0,0,0,0,0,0
acusar,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
acusare,0,0,0,0,0,0,0,0,0,0.0000447796,0,0,0,0,0
acusarlo,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
acusarse,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
acusará,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
acusatorias,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
acuse,0,0.0000904787,0,0.0000653749,0.0000202708,0,0,0,0.0000535512,0.000016938,0,0,0,0.00016777,0
acuses,0,0.0000159223,0,0,0,0,0,0,0,0,0,0,0,0.0000361517,0
acuática,0,0,0,0,0,0,0,0.0000166374,0,0,0,0,0,0.00000723034,0
acuáticas,0,0,0,0,0.0000357271,0,0,0,0,0,0,0,0,0,0
acuícola,0,0,0,0,0,0,0,0,0,0.0000447796,0,0,0,0,0
acuícolas,0,0,0,0,0.0000468733,0,0,0,0,0.000029375,0,0,0,0,0.000212518
acuña,0,0.0000326059,0.000120809,0.0000942368,0,0,0,0,0.0000771931,0,0,0,0,0,0
acuñar,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
acvh,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
acético,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
acústico,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
adaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000633631,0
adame,0,0.0000217373,0.0000329478,0,0,0.0000797599,0,0,0.0000385966,0,0,0,0,0,0
adapt,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000271556,0
adapta,0,0.00000306838,0.00000310056,0.0000798134,0.00000824924,0,0,0.0000224434,0,0.0000137859,0.0000633616,0,0.0000764305,0.00000278672,0.0000498681
adaptar,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
adaptarla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000161983
adaptarse,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
addenda,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000543113,0
adecua,0,0.00000613676,0.00016743,0,0.000021998,0.000112587,0.0000396651,0,0.0000108964,0.0000827153,0,0.000072721,0.0000254768,0.00000139336,0
adecuada,0,0,0,0.000113378,0,0,0,0,0,0,0,0,0.000217144,0.0000178138,0
adecuar,0,0,0.00010992,0,0.0000487415,0.0000665232,0.0000781218,0,0,0.000101819,0,0,0,0,0
adecuarlas,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
adecuarlo,0,0,0.000161141,0,0,0,0,0,0,0,0,0,0,0,0
adecuarse,0,0.0000398671,0,0,0,0,0,0,0,0,0,0,0,0,0
adecuará,0,0,0.0000160892,0,0,0,0,0,0,0.0000357685,0,0,0,0,0
adecuarán,0,0,0.00003964,0.000113378,0,0,0,0,0,0.000029375,0,0,0,0,0
adecuen,0,0,0,0,0,0,0,0,0,0.0000447796,0,0,0,0,0
adecuándolos,0,0,0,0,0,0,0,0,0,0.0000447796,0,0,0,0,0
adela,0,0.00000920514,0.00000620111,0.0000266045,0,0.0000225174,0.0000132217,0.0000064124,0,0.00000689294,0,0.0000363605,0.0000764305,0.00000557344,0
adelant,0,0,0,0,0,0,0,0,0,0.000134339,0,0,0,0,0
adenda,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
adenocarcinoma,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
adentro,0,0,0,0,0.0000535907,0,0,0,0,0,0,0,0,0,0
adeud,0,0.0000217373,0,0,0,0,0,0.0000340704,0,0.0000488316,0,0,0,0.0000148064,0
adeuden,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
adeudo,0,0.000113098,0,0,0.00000675692,0,0.0000324896,0.0000157571,0,0.0000338759,0,0,0,0.0000992927,0
adeudos,0,0.000141292,0,0,0,0,0.000140499,0,0,0.000244158,0,0,0,0.000128322,0
adher,0,0.0000869491,0,0,0.00003896,0,0,0.000102211,0,0,0,0,0,0.0000690967,0
adhere,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
adherir,0,0.0000130762,0,0,0,0,0,0.0000136635,0,0,0,0,0,0.0000593794,0
adherirlos,0,0.0000318445,0,0,0,0,0,0,0,0,0,0,0,0.00000723034,0
adherirse,0,0,0,0.000138054,0,0.000116846,0,0,0,0,0,0,0,0,0
adhes,0,0,0.0000160892,0,0.000142688,0,0,0,0,0,0,0,0,0,0
adhesión,0,0,0,0,0.00003896,0.0000797599,0,0,0,0.0000244158,0,0,0,0.0000246774,0
adhieran,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000362075,0
adhieren,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
adhirió,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
adi,0,0.0000521625,0.000108519,0,0.00000549949,0,0.0000132217,0.0000224434,0.0000435856,0.0000137859,0,0,0.0000254768,0.0000139336,0.0000498681
adic,0,0,0.0000109826,0.0000942368,0.00001948,0,0,0,0,0,0,0,0,0,0.00097152
adicion,0,0.000392753,0.000989078,0.00247422,0.00169934,0.000540418,0.00130895,0.000362301,0.000882608,0.00108219,0,0,0,0.000015327,0
adiciona,0,0.0000397363,0.000236457,0.000153126,0.0000336316,0.000226805,0.000209274,0.00000230673,0.0000862345,0.000133898,0,0,0.000036659,0.00000701725,0
adicional,0,0.0000816802,0.0000200765,0.0000191408,0.0000276966,0.000048601,0,0.0000553615,0.000078395,0.0000545511,0.000068379,0,0.000109977,0.000126311,0
adicionales,0,0.00000887315,0.0000082765,0.00000591807,0.00000489337,0.0000100178,0.0000147056,0.00000213962,0.00000484773,0.0000275996,0.0000140946,0.0000161765,0.00000566723,0.0000123979,0
adicionan,0,0.000187171,0.000269748,0.000186231,0.0000797427,0.000315244,0.000356986,0.0000512992,0.000196135,0.000261932,0,0,0,0.000054341,0
adicionar,0,0,0.00000915998,0,0,0,0,0.0000663045,0,0,0,0,0.0000752662,0.000020582,0.0000736627
adicionaron,0,0,0,0,0,0,0,0.0000166374,0,0,0,0,0,0.00000723034,0
adicionará,0,0,0,0,0,0,0,0.000204953,0,0.000029375,0,0,0,0.0000118759,0
adicionarán,0,0,0,0,0,0,0,0.000116462,0,0,0,0,0,0.0000289214,0
adicione,0,0,0,0,0.0000142688,0,0,0,0,0,0,0,0,0.0000289214,0
adicionó,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
adiestr,0,0,0,0,0.0000357271,0,0,0,0,0,0,0,0,0,0
adiestra,0.00041871,0,0.0000204265,0,0.000280788,0,0,0,0,0.0000113527,0.000104357,0.000718629,0.000503524,0,0.000246399
adiestrar,0,0,0,0,0.0000570753,0,0,0,0,0,0,0,0,0,0.00142325
adiestrará,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
adiestrarán,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
adit,0,0,0,0,0.000125045,0,0,0,0,0,0,0,0,0,0
aditamentos,0,0,0,0,0,0,0,0,0,0,0,0,0.000827544,0,0
adj,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
adju,0,0,0,0,0,0,0,0,0,0,0,0,0.000132203,0.0000795338,0
adjudic,0,0.0000997141,0.00000915998,0,0.00000812358,0,0.0000390609,0,0,0,0,0,0,0.0000041164,0
adjudica,0,0.0000932829,0.0000251363,0,0.0000222923,0,0.0000803916,0.0000324909,0,0.0000698516,0,0,0,0.00002824,0
adjudicar,0,0.00000906492,0.00000915998,0,0.0000243707,0,0.0000781218,0,0,0,0,0,0,0.0000041164,0
adjudicarlos,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
adjudicarse,0,0.0000159223,0,0,0,0,0.0000686093,0,0,0,0,0,0,0,0
adjudicará,0,0.0000159223,0,0,0,0,0,0,0,0,0,0,0,0.0000144607,0
adjudicarán,0.000450251,0,0.0000329478,0,0,0.0000797599,0.0000468332,0,0,0,0,0,0,0,0
adjudicat,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
adjudique,0,0.0000130762,0,0,0,0,0,0,0,0.000029375,0,0,0,0.00000593794,0
adjudiquen,0,0.0000392286,0.0000132133,0,0.0000117183,0,0,0,0,0,0,0,0,0,0
adjunt,0,0,0,0,0.0000142688,0,0,0,0,0,0,0,0,0.00000723034,0
adjunta,0,0,0,0.000414163,0,0,0,0,0,0,0,0,0,0.000021691,0
adjuntar,0,0.0000217373,0,0,0,0,0,0.0000113568,0,0,0,0,0,0.0000246774,0.00008832
adjuntarse,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000452594,0
adjuntará,0,0,0,0,0.0000117183,0,0,0,0,0.000029375,0,0,0,0.0000296897,0
adjuntarán,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171986,0
adjuntos,0,0,0,0,0,0.000146283,0,0,0,0,0,0,0,0,0
adm,0,0.0000108686,0.0000219652,0,0.0000681799,0,0,0,0,0,0,0,0,0.00000493548,0
adminicularse,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
administr,0.000166174,0.0000160452,0.00000810671,0,0.0000107842,0,0.0000518542,0.00000838292,0.000085469,0.0000180223,0,0,0,0.00000728615,0
administran,0,0.0000130762,0,0,0,0,0,0.0000136635,0,0,0,0,0,0.0000475035,0
administrar,0,0,0.0000255331,0,0.0000135865,0,0.0000435524,0.0000316837,0.000215357,0.0000227054,0,0,0,0.0000321281,0.0000410665
administrarlos,0,0,0,0,0,0,0,0,0,0.0000447796,0,0,0,0,0
administrará,0.000541703,0,0.0000264267,0,0,0,0,0,0,0.0000587499,0,0,0,0,0
administrarán,0,0,0.0000805703,0,0,0,0,0,0,0,0,0,0,0,0
administrativa,0,0,0.00003964,0,0,0,0,0,0.000139308,0,0,0,0,0,0.000106259
administre,0.000209355,0.00000505363,0.0000204265,0,0.00000905767,0,0.0000217762,0,0.0000897319,0.0000340581,0,0,0,0.0000275384,0
administren,0,0,0.0000274799,0,0.0000324943,0,0,0.0000757766,0.00025753,0,0,0,0,0.000041164,0
admisi,0,0,0,0.000113378,0.0000468733,0,0,0,0.0000464361,0,0,0,0,0,0
admisibil,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
admisión,0,0.00000753989,0.0000228569,0.00013075,0.00008784,0.0000553318,0,0,0.0000267756,0,0,0,0,0,0
admisorio,0,0,0,0,0.0000357271,0,0,0,0,0,0,0,0,0,0
admit,0.000375529,0.0000362597,0,0.000157195,0.000121854,0.0000665232,0,0,0,0,0,0,0,0,0
admitan,0,0.0000159223,0,0,0.0000142688,0,0,0,0,0,0,0,0,0,0
admite,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
admiten,0,0,0,0,0.0000357271,0,0,0,0,0,0,0,0,0,0
admitieren,0,0,0,0,0,0.000146283,0,0,0,0,0,0,0,0,0
admitir,0,0.0000130762,0.00003964,0,0.0000937465,0,0,0,0,0,0,0,0,0,0
admitirse,0,0,0.0000132133,0.000113378,0.0000351549,0,0,0,0,0,0,0,0,0,0
admitirá,0,0.0000150798,0,0.0000653749,0.0000405415,0,0,0.00000787856,0.0000535512,0,0,0,0,0.0000102717,0
admitirán,0,0,0.0000439304,0,0.0000486999,0,0.0000468332,0,0,0.0000244158,0,0,0,0,0
adolesce,0,0,0.00017404,0.000157195,0.0000487415,0.000133046,0,0,0,0.0000407277,0,0,0,0,0
adolescencia,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
adolfo,0,0,0.0000321785,0,0,0.000233692,0,0,0,0,0,0,0,0,0
adop,0,0.0000132454,0.00000223072,0.0000765632,0.00000593498,0.0000162003,0.00000951247,0,0.0000078395,0.00000495919,0,0,0.0000183295,0.00000200493,0.0000358781
adopt,0,0.00000283141,0.0000028611,0.0000122749,0.00000126869,0,0.0000061003,0.00000147929,0.0000100549,0,0.0000584682,0.0000335524,0.0000117546,0.00000385725,0.0000460168
adopta,0,0,0,0,0.0000351549,0,0,0,0,0,0.000270022,0.000774769,0,0,0
adoptan,0,0,0,0,0,0,0,0,0,0,0.000112218,0.000128794,0.0000902425,0,0.00008832
adoptar,0.000127113,0.00000920514,0.000027905,0,0.000021998,0,0.0000132217,0,0,0.0000137859,0.0000950424,0.000218163,0.0000509537,0,0.000299209
adoptaron,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
adoptarse,0,0,0.00000915998,0,0.00000812358,0.0000665232,0,0,0,0,0.000187189,0.00021484,0,0,0
adoptará,0,0,0.0000264267,0.000226755,0.0000234366,0,0,0,0,0,0,0,0,0,0
adoptarán,0,0,0.00007928,0.000113378,0,0,0,0,0,0,0,0,0.000108572,0,0
adopte,0,0.0000130762,0,0,0.0000117183,0,0,0,0.0000464361,0,0,0,0,0,0
adopten,0,0.0000362597,0.00000915998,0.000235793,0.0000162472,0,0.0000781218,0,0,0,0,0,0,0,0
adoptó,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
adquiera,0,0.0000153419,0.00000930167,0.0000266045,0.00000274975,0.0000225174,0.0000264434,0.0000288558,0.0000108964,0.0000137859,0,0,0,0.0000418008,0
adquieran,0.000498523,0.0000200564,0.0000202668,0,0.0000107842,0.000029437,0,0.0000754463,0.0000427345,0.0000180223,0,0,0,0.0000619323,0
adquiere,0,0.0000434745,0.0000109826,0,0,0,0,0,0,0.0000244158,0,0,0,0.0000148064,0
adquieren,0,0.0000159223,0,0,0,0,0,0,0,0,0,0,0,0.00000723034,0
adquieres,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
adquir,0.000113103,0.0000109208,0.0000089662,0.00000591807,0.0000103984,0.0000100178,0.0000205879,0.0000263887,0.0000121193,0.00000919987,0,0.0000161765,0,0.0000192168,0.0000055465
adquire,0,0.000150798,0,0,0.00000675692,0,0.0000324896,0.000330899,0.0000267756,0,0,0,0,0.000314998,0
adquirie,0,0,0,0,0,0,0,0.0000332748,0,0,0,0,0,0.000021691,0
adquirieron,0,0.0000261524,0,0,0,0,0,0.000109308,0,0,0,0,0,0.0000771932,0
adquirir,0.000254225,0.00000613676,0.0000341061,0,0.000010999,0.0000225174,0.0000132217,0.000032062,0.00011986,0.0000275718,0,0,0,0.0000167203,0
adquirirlas,0,0.0000130762,0.0000132133,0,0,0,0,0,0,0,0,0,0,0.00000593794,0
adquirirlo,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
adquirirlos,0,0,0,0,0,0,0,0.0000166374,0,0,0,0,0,0.00000723034,0
adquirirá,0,0,0,0,0.0000117183,0,0,0,0,0.000029375,0,0,0,0.0000118759,0
adquirirán,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
adquirió,0,0.0000108686,0,0,0,0,0,0.000113568,0,0.0000244158,0,0,0,0.000118451,0
adquisi,0,0.000132373,0.0000324268,0,0.0000323527,0.000176622,0.000259271,0.000842484,0.000199428,0.0000360445,0,0,0,0.000708578,0
adquisit,0,0,0.00000915998,0,0.0000243707,0,0.0000781218,0,0.0000965736,0.0000203638,0,0,0,0,0
adr,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000199141,0
adrian,0,0,0.0000160892,0,0,0,0,0,0,0.0000357685,0,0,0,0,0
adriana,0,0.0000150798,0.0000152379,0.0000653749,0,0.0000553318,0.0000324896,0,0,0.0000338759,0,0,0,0,0
adsc,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000525009,0
adscr,0,0.0000186566,0.0000377045,0.000107842,0.0000167192,0.0000456373,0,0,0,0.0000139703,0,0,0,0.000019768,0
adscribirá,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
adscrip,0,0.00000906492,0.0000274799,0,0.0000162472,0.0000665232,0,0,0,0.0000203638,0,0,0,0,0
aduana,0,0.000063689,0,0,0,0,0,0,0,0,0,0,0,0.0000578427,0
aduanal,0,0.0000915334,0,0,0.0000117183,0,0,0.0000136635,0,0,0,0,0,0,0
aduanales,0,0.0000108686,0,0,0.00000973999,0,0,0.000056784,0,0,0,0,0,0.0000345483,0
aduanas,0,0.0000217373,0.0000219652,0,0,0,0,0.0000113568,0,0,0,0,0,0.0000345483,0
aduanera,0,0.000241277,0,0,0,0,0.0000324896,0.0000472713,0.0000267756,0.000016938,0,0,0,0.0000171194,0
aduaneras,0,0.000143838,0,0,0,0,0,0.0000136635,0,0,0,0,0,0.000106883,0
aduanero,0,0.000127378,0,0,0,0,0,0,0,0,0,0,0,0.0000795338,0
aduaneros,0,0.0000261524,0,0,0,0,0,0.0000273271,0,0,0,0,0,0.0000118759,0
aduc,0,0,0,0,0.0000535907,0,0,0,0,0,0,0,0,0,0
aduce,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
aducir,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
aducirse,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
adulta,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
adultas,0,0,0.0000329478,0.00028271,0.00003896,0,0,0,0,0,0,0,0,0.00000493548,0
adultera,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
adulto,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
adultocentr,0,0,0,0.000172834,0,0,0,0,0,0,0,0,0,0,0
adultos,0,0,0.0000109826,0,0,0,0,0.0000227136,0,0,0,0,0.0000902425,0.00000987095,0
adversarial,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
adversas,0,0,0,0,0,0,0,0,0,0,0.000205812,0,0,0,0
adversos,0,0,0,0,0.00000973999,0,0,0,0,0,0,0.000128794,0.0000902425,0,0.00017664
advert,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
advertencia,0,0,0.0000160892,0,0,0,0,0,0.0000565429,0,0,0,0,0,0
advertir,0,0,0,0,0.0000285377,0,0,0,0,0,0,0,0,0,0.000258773
advertirlas,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
advertirá,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
advierta,0,0.0000453246,0.00001832,0,0.0000243707,0,0,0.00000947208,0,0,0,0,0,0.0000164656,0
adviertan,0,0.0000181298,0,0,0.0000324943,0,0,0,0,0,0,0.00010742,0,0.0000041164,0.0000736627
advierte,0,0.0000130762,0,0,0.0000234366,0,0,0,0,0,0,0,0,0.00000593794,0
advirtiera,0,0,0,0,0,0,0,0,0,0.0000447796,0,0,0,0,0
adyace,0,0,0.0000482677,0,0.0000142688,0,0,0,0,0,0,0,0,0,0
adán,0,0.00000505363,0.0000204265,0.000219088,0.0000226442,0.0000370862,0.0000217762,0.00000528062,0,0.0000681161,0,0,0,0,0
aeroespacial,0,0,0,0,0.000107181,0,0,0,0,0,0,0,0,0,0
aeroespaciales,0,0,0,0,0.0000357271,0,0,0,0,0,0,0,0,0,0
aerofumiga,0,0,0,0,0,0,0,0.0000833155,0,0,0,0,0,0,0
aerolíneas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
aeronave,0,0.0000217373,0.0000109826,0,0.0000876599,0,0,0,0,0,0,0,0,0.0000197419,0
aeronaves,0,0.0000181298,0.00000915998,0,0.0000649886,0,0,0.0000189442,0,0,0,0,0,0.0000370476,0
aeronáuticas,0,0,0,0,0.0000570753,0,0,0,0,0,0,0,0,0.0000144607,0
aeropuerto,0,0,0,0,0.0000428065,0,0,0,0,0,0,0,0,0.00000723034,0
aeropuertos,0,0,0,0,0.0000117183,0,0,0.0000273271,0,0,0,0,0,0.0000237518,0
aerosoles,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
aeródromo,0,0,0.0000160892,0,0,0,0,0,0,0,0,0,0,0.0000578427,0
aeródromos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
afana,0,0,0,0,0.0000714543,0,0,0,0,0,0,0,0,0,0
afaquia,0,0,0,0,0.0000357271,0,0,0,0,0,0,0,0,0,0
afasia,0,0,0,0,0.0000714543,0,0,0,0,0,0,0,0,0,0
afc,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
afec,0,0,0,0,0.0000535907,0,0,0,0,0,0,0,0,0,0
afect,0.0000914523,0.0000198681,0.0000267687,0.0000191408,0.0000415449,0.000129603,0,0.00000230673,0.000047037,0.00000495919,0,0,0,0.00000902218,0.000017939
afecta,0,0.00000707852,0.0000057222,0,0.00000634346,0.0000103892,0,0.00000147929,0.00000502743,0.0000063606,0.0000584682,0.0000335524,0.0000235093,0.00000900025,0.0000230084
afectan,0,0,0,0,0,0,0,0,0,0,0.000205812,0,0,0,0
afectar,0,0.00000613676,0.0000155028,0.0000266045,0.0000247477,0.0000225174,0,0,0.0000108964,0.0000206788,0,0,0.0000764305,0.00000278672,0.00012467
afectaron,0,0,0.0000160892,0,0,0,0,0,0,0,0,0,0,0.00000723034,0
afectarse,0,0,0,0,0,0,0,0.0000166374,0,0.0000357685,0,0,0,0,0
afectará,0,0.0000434745,0.0000109826,0,0.00002922,0,0,0,0,0.0000244158,0,0,0,0,0
afectarán,0,0.0000261524,0.0000264267,0,0,0,0,0,0,0.0000587499,0,0,0,0,0
afectas,0,0,0,0,0,0,0,0,0.0000707878,0,0,0,0,0,0
afecte,0,0.0000870641,0.0000439885,0,0.0000390115,0,0,0,0,0.0000977923,0,0,0.000103271,0.000005648,0.0000505353
afecten,0.0000586479,0.00000707852,0.0000214583,0.0000122749,0.0000101495,0,0.0000061003,0.00000591717,0.0000201097,0.0000127212,0,0,0.0000235093,0.00000642875,0.0000230084
afecto,0,0.0000181298,0.00001832,0,0.0000162472,0,0,0.00000947208,0,0,0,0,0,0.0000041164,0
afectos,0,0.0000303218,0.00000510662,0,0.00000905767,0,0.0000217762,0.0000422449,0.0000179464,0.0000681161,0,0,0,0.00000917946,0
afianz,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
afianza,0,0.0000159223,0,0,0,0,0,0,0,0,0,0,0,0.000021691,0
afianzan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000271556,0
afianzar,0,0,0,0,0,0,0,0,0,0,0.000205812,0,0,0,0
afil,0,0,0,0,0,0,0,0,0,0,0,0,0.000331017,0,0
afila,0,0,0,0,0.0000714543,0,0,0,0,0,0,0,0,0,0
afili,0,0.00000505363,0.0000153199,0,0.0000407595,0.0000370862,0,0,0.000502499,0.0000113527,0,0,0,0.0000206538,0.0000821329
afilia,0,0.0000151609,0.0000306397,0,0.0000226442,0.000111259,0.0000653285,0.0000158418,0,0.000102174,0,0,0,0.0000114743,0
afiliar,0,0,0,0,0.0000285377,0,0,0,0,0,0,0,0,0.0000144607,0
afiliarse,0,0,0.0000132133,0,0.0000234366,0,0,0,0,0.0000587499,0,0,0,0,0
afiliatorios,0,0,0,0,0,0,0,0,0,0.000134339,0,0,0,0,0
afilie,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
afilien,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000181038,0
afin,0,0,0.0000732798,0,0.0000162472,0,0.0000390609,0.00000947208,0.0000321912,0,0,0,0,0,0
afina,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
afines,0,0,0,0,0.0000428065,0,0,0,0.0000565429,0,0,0,0,0,0
afirm,0,0.0000318445,0,0,0.0000285377,0,0,0,0,0,0,0,0,0,0
